,IBM,IBM,IBM,IBM,IBM
2020-02-28 15:34:00-05:00,127.47,127.61,127.435,127.47,433
2020-02-28 15:35:00-05:00,127.4,127.4,127.35,127.35,107
2020-02-28 15:36:00-05:00,127.25,127.4,127.25,127.38,420
2020-02-28 15:37:00-05:00,127.59,127.59,127.505,127.57,1117
2020-02-28 15:38:00-05:00,127.495,127.615,127.47,127.49,218
2020-02-28 15:39:00-05:00,127.52,127.685,127.52,127.58,523
2020-02-28 15:40:00-05:00,127.605,127.605,127.4,127.4,117
2020-02-28 15:41:00-05:00,127.415,127.415,127.225,127.3,287
2020-02-28 15:42:00-05:00,127.225,127.265,127.015,127.015,1261
2020-02-28 15:43:00-05:00,126.98,127.06,126.98,127.06,335
2020-02-28 15:44:00-05:00,126.965,127.025,126.93,127.025,225
2020-02-28 15:45:00-05:00,127.035,127.585,127.035,127.585,1150
2020-02-28 15:46:00-05:00,127.795,127.89,127.45,127.81,722
2020-02-28 15:47:00-05:00,127.64,127.77,127.5,127.74,864
2020-02-28 15:48:00-05:00,127.76,127.895,127.76,127.86,1112
2020-02-28 15:49:00-05:00,127.92,128.115,127.92,128.04,594
2020-02-28 15:50:00-05:00,128.06,128.14,127.81,128.14,1869
2020-02-28 15:51:00-05:00,128.165,128.335,128.08,128.335,3150
2020-02-28 15:52:00-05:00,128.38,128.44,128.255,128.35,2705
2020-02-28 15:53:00-05:00,128.26,128.425,128.26,128.415,1838
2020-02-28 15:54:00-05:00,128.39,128.675,128.34,128.675,1510
2020-02-28 15:55:00-05:00,128.59,129.14,128.575,129.03,1575
2020-02-28 15:56:00-05:00,129.04,129.06,128.815,128.86,2876
2020-02-28 15:57:00-05:00,128.86,128.87,128.74,128.825,3988
2020-02-28 15:58:00-05:00,128.86,128.975,128.83,128.845,9228
2020-02-28 15:59:00-05:00,128.86,129.9,128.855,129.9,12926
2020-03-02 09:37:00-05:00,129.07,129.07,129.07,129.07,6
2020-03-02 09:38:00-05:00,129.1,129.1,129.1,129.1,10
2020-03-02 09:39:00-05:00,129.18,129.18,129.01,129.01,129
2020-03-02 09:40:00-05:00,129.035,129.26,129.035,129.26,160
2020-03-02 09:41:00-05:00,129.56,129.56,129.56,129.56,200
2020-03-02 09:42:00-05:00,129.58,129.58,129.51,129.51,141
2020-03-02 09:43:00-05:00,129.33,129.485,129.33,129.34,1010
2020-03-02 09:44:00-05:00,129.455,129.455,129.28,129.28,1590
2020-03-02 09:47:00-05:00,129.515,129.515,129.31,129.36,688
2020-03-02 09:48:00-05:00,129.295,129.38,129.26,129.27,561
2020-03-02 09:49:00-05:00,129.255,129.36,129.18,129.25,603
2020-03-02 09:50:00-05:00,129.11,129.19,129.11,129.15,417
2020-03-02 09:51:00-05:00,129.0,129.0,128.75,128.75,2310
2020-03-02 09:52:00-05:00,128.87,128.87,128.82,128.825,447
2020-03-02 09:55:00-05:00,129.45,129.45,129.34,129.415,300
2020-03-02 09:56:00-05:00,129.395,129.41,129.32,129.32,420
2020-03-02 09:57:00-05:00,129.45,129.45,129.45,129.45,200
2020-03-02 09:58:00-05:00,129.38,129.4,129.34,129.34,800
2020-03-02 09:59:00-05:00,129.41,129.41,129.31,129.34,522
2020-03-02 10:00:00-05:00,129.205,129.205,129.11,129.11,200
2020-03-02 10:01:00-05:00,129.22,129.22,129.1,129.1,300
2020-03-02 10:02:00-05:00,129.01,129.065,129.01,129.04,500
2020-03-02 10:03:00-05:00,128.945,128.945,128.8,128.85,400
2020-03-02 10:04:00-05:00,128.795,128.88,128.73,128.84,720
2020-03-02 10:05:00-05:00,128.805,128.845,128.69,128.69,500
2020-03-02 10:06:00-05:00,128.49,128.545,128.44,128.545,600
2020-03-02 10:07:00-05:00,128.49,128.49,128.28,128.28,443
2020-03-02 10:08:00-05:00,128.24,128.49,128.24,128.49,202
2020-03-02 10:09:00-05:00,128.33,128.33,128.245,128.245,223
2020-03-02 10:11:00-05:00,128.5,128.51,128.41,128.51,220
2020-03-02 10:12:00-05:00,128.55,128.6,128.44,128.53,600
2020-03-02 10:13:00-05:00,128.525,128.69,128.525,128.655,500
2020-03-02 10:14:00-05:00,128.775,128.775,128.71,128.76,800
2020-03-02 10:15:00-05:00,128.81,128.83,128.545,128.58,900
2020-03-02 10:16:00-05:00,128.37,128.485,128.33,128.485,610
2020-03-02 10:17:00-05:00,128.505,128.505,128.395,128.395,400
2020-03-02 10:18:00-05:00,128.43,128.43,128.35,128.36,375
2020-03-02 10:19:00-05:00,128.365,128.495,128.335,128.495,1450
2020-03-02 10:20:00-05:00,128.39,128.435,128.39,128.4,214
2020-03-02 10:21:00-05:00,128.37,128.39,128.31,128.31,286
2020-03-02 10:22:00-05:00,128.095,128.11,128.095,128.11,300
2020-03-02 10:23:00-05:00,128.02,128.095,127.97,128.095,202
2020-03-02 10:24:00-05:00,128.09,128.295,128.09,128.11,207
2020-03-02 10:25:00-05:00,128.25,128.38,128.25,128.38,300
2020-03-02 10:26:00-05:00,128.43,128.43,128.3,128.3,200
2020-03-02 10:27:00-05:00,128.6,128.65,128.6,128.605,407
2020-03-02 10:28:00-05:00,128.61,128.61,128.53,128.61,410
2020-03-02 10:29:00-05:00,128.43,128.43,128.43,128.43,100
2020-03-02 10:30:00-05:00,128.475,128.55,128.16,128.16,500
2020-03-02 10:31:00-05:00,128.14,128.14,128.05,128.05,300
2020-03-02 10:32:00-05:00,128.105,128.23,128.08,128.11,403
2020-03-02 10:33:00-05:00,128.12,128.31,128.12,128.31,303
2020-03-02 10:34:00-05:00,128.47,128.535,128.47,128.535,414
2020-03-02 10:35:00-05:00,128.21,128.39,128.21,128.26,219
2020-03-02 10:36:00-05:00,128.27,128.55,128.27,128.52,489
2020-03-02 10:37:00-05:00,128.56,128.59,128.42,128.59,413
2020-03-02 10:38:00-05:00,128.505,128.725,128.505,128.725,807
2020-03-02 10:39:00-05:00,128.7,128.87,128.7,128.87,417
2020-03-02 10:40:00-05:00,128.89,129.05,128.89,129.05,913
2020-03-02 10:41:00-05:00,129.05,129.05,129.05,129.05,100
2020-03-02 10:42:00-05:00,128.97,128.97,128.92,128.965,178
2020-03-02 10:43:00-05:00,128.935,129.015,128.935,129.015,1229
2020-03-02 10:44:00-05:00,128.94,129.245,128.94,129.175,912
2020-03-02 10:45:00-05:00,129.265,129.34,129.245,129.34,704
2020-03-02 10:46:00-05:00,129.375,129.515,129.375,129.465,600
2020-03-02 10:47:00-05:00,129.455,129.455,129.36,129.39,720
2020-03-02 10:48:00-05:00,129.43,129.43,129.43,129.43,29
2020-03-02 10:49:00-05:00,129.65,129.65,129.65,129.65,100
2020-03-02 10:50:00-05:00,129.6,129.6,129.5,129.5,348
2020-03-02 10:51:00-05:00,129.59,129.7,129.59,129.7,550
2020-03-02 10:52:00-05:00,129.77,129.79,129.715,129.72,1040
2020-03-02 10:53:00-05:00,129.71,129.795,129.71,129.795,1014
2020-03-02 10:54:00-05:00,129.85,129.88,129.7,129.7,1631
2020-03-02 10:55:00-05:00,129.795,129.795,129.7,129.78,3937
2020-03-02 10:56:00-05:00,129.69,129.81,129.64,129.81,500
2020-03-02 10:58:00-05:00,129.56,129.56,129.56,129.56,50
2020-03-02 11:00:00-05:00,129.51,129.6,129.51,129.6,104
2020-03-02 11:01:00-05:00,129.65,129.65,129.54,129.54,200
2020-03-02 11:02:00-05:00,129.265,129.265,129.265,129.265,111
2020-03-02 11:03:00-05:00,129.385,129.385,129.26,129.26,274
2020-03-02 11:04:00-05:00,129.435,129.435,129.435,129.435,100
2020-03-02 11:05:00-05:00,129.345,129.36,129.31,129.36,453
2020-03-02 11:06:00-05:00,129.61,129.61,129.395,129.395,1046
2020-03-02 11:07:00-05:00,129.47,129.47,129.42,129.42,300
2020-03-02 11:08:00-05:00,129.39,129.39,129.35,129.35,104
2020-03-02 11:10:00-05:00,129.495,129.495,129.48,129.48,107
2020-03-02 11:14:00-05:00,130.105,130.225,130.105,130.225,600
2020-03-02 11:15:00-05:00,130.215,130.55,130.19,130.55,1832
2020-03-02 11:16:00-05:00,130.555,130.57,130.555,130.57,200
2020-03-02 11:17:00-05:00,130.45,130.49,130.43,130.43,400
2020-03-02 11:19:00-05:00,130.515,130.6,130.45,130.45,850
2020-03-02 11:20:00-05:00,130.41,130.67,130.41,130.67,1300
2020-03-02 11:21:00-05:00,130.65,130.7,130.47,130.47,600
2020-03-02 11:22:00-05:00,130.65,130.65,130.65,130.65,50
2020-03-02 11:23:00-05:00,130.69,130.7,130.595,130.595,600
2020-03-02 11:24:00-05:00,130.6,130.6,130.445,130.445,400
2020-03-02 11:25:00-05:00,130.515,130.55,130.47,130.47,405
2020-03-02 11:26:00-05:00,130.62,130.62,130.62,130.62,25
2020-03-02 11:27:00-05:00,130.56,130.56,130.56,130.56,2
2020-03-02 11:28:00-05:00,130.685,130.685,130.685,130.685,10
2020-03-02 11:29:00-05:00,130.71,130.71,130.71,130.71,100
2020-03-02 11:30:00-05:00,130.63,130.63,130.63,130.63,10
2020-03-02 11:31:00-05:00,130.76,130.76,130.76,130.76,100
2020-03-02 11:32:00-05:00,130.72,130.825,130.72,130.825,600
2020-03-02 11:33:00-05:00,130.83,130.96,130.81,130.96,1100
2020-03-02 11:34:00-05:00,130.88,130.89,130.71,130.8,600
2020-03-02 11:35:00-05:00,130.795,131.05,130.795,130.925,804
2020-03-02 11:36:00-05:00,130.98,130.98,130.88,130.98,420
2020-03-02 11:37:00-05:00,131.11,131.13,131.11,131.13,129
2020-03-02 11:38:00-05:00,131.29,131.29,131.28,131.28,200
2020-03-02 11:39:00-05:00,131.49,131.74,131.48,131.74,534
2020-03-02 11:40:00-05:00,131.74,131.74,131.48,131.51,705
2020-03-02 11:41:00-05:00,131.49,131.52,131.315,131.315,569
2020-03-02 11:42:00-05:00,131.28,131.3,131.22,131.22,1149
2020-03-02 11:43:00-05:00,131.24,131.305,131.24,131.305,200
2020-03-02 11:44:00-05:00,131.35,131.5,131.35,131.375,890
2020-03-02 11:45:00-05:00,131.29,131.37,131.28,131.37,300
2020-03-02 11:46:00-05:00,131.37,131.37,131.34,131.34,200
2020-03-02 11:47:00-05:00,131.3,131.54,131.3,131.54,200
2020-03-02 11:48:00-05:00,131.48,131.48,131.48,131.48,100
2020-03-02 11:49:00-05:00,131.565,131.59,131.565,131.59,121
2020-03-02 11:51:00-05:00,131.64,131.67,131.62,131.62,250
2020-03-02 11:53:00-05:00,131.89,131.89,131.89,131.89,100
2020-03-02 11:54:00-05:00,132.05,132.16,132.05,132.08,264
2020-03-02 11:55:00-05:00,132.11,132.15,132.11,132.15,200
2020-03-02 11:57:00-05:00,132.26,132.26,132.185,132.185,700
2020-03-02 11:58:00-05:00,132.26,132.28,132.15,132.24,309
2020-03-02 12:00:00-05:00,132.39,132.4,132.39,132.4,233
2020-03-02 12:01:00-05:00,132.49,132.49,132.49,132.49,100
2020-03-02 12:03:00-05:00,132.62,132.64,132.62,132.64,200
2020-03-02 12:04:00-05:00,132.61,132.61,132.52,132.52,450
2020-03-02 12:06:00-05:00,132.53,132.53,132.53,132.53,100
2020-03-02 12:07:00-05:00,132.515,132.515,132.46,132.46,20
2020-03-02 12:08:00-05:00,132.33,132.33,132.33,132.33,100
2020-03-02 12:09:00-05:00,132.39,132.4,132.39,132.4,129
2020-03-02 12:11:00-05:00,132.25,132.25,132.23,132.23,200
2020-03-02 12:12:00-05:00,132.28,132.28,132.25,132.25,200
2020-03-02 12:13:00-05:00,132.23,132.23,132.2,132.2,121
2020-03-02 12:14:00-05:00,132.19,132.19,132.19,132.19,100
2020-03-02 12:15:00-05:00,132.21,132.22,132.21,132.22,311
2020-03-02 12:16:00-05:00,132.14,132.17,132.09,132.09,301
2020-03-02 12:17:00-05:00,132.05,132.06,131.97,131.97,430
2020-03-02 12:18:00-05:00,131.92,131.99,131.92,131.99,201
2020-03-02 12:19:00-05:00,132.0,132.0,132.0,132.0,200
2020-03-02 12:20:00-05:00,132.22,132.22,132.22,132.22,100
2020-03-02 12:21:00-05:00,132.12,132.12,132.12,132.12,200
2020-03-02 12:22:00-05:00,132.08,132.08,132.08,132.08,52
2020-03-02 12:23:00-05:00,131.785,131.785,131.73,131.765,115
2020-03-02 12:24:00-05:00,131.74,131.74,131.74,131.74,200
2020-03-02 12:27:00-05:00,132.03,132.03,132.03,132.03,37
2020-03-02 12:29:00-05:00,131.995,132.01,131.985,131.985,104
2020-03-02 12:30:00-05:00,132.05,132.095,132.05,132.055,300
2020-03-02 12:31:00-05:00,132.35,132.35,132.35,132.35,50
2020-03-02 12:32:00-05:00,132.36,132.36,132.36,132.36,100
2020-03-02 12:33:00-05:00,132.315,132.41,132.315,132.41,1400
2020-03-02 12:35:00-05:00,132.29,132.31,132.29,132.31,300
2020-03-02 12:39:00-05:00,132.61,132.61,132.46,132.56,441
2020-03-02 12:40:00-05:00,132.655,132.655,132.655,132.655,1
2020-03-02 12:41:00-05:00,132.63,132.63,132.63,132.63,1
2020-03-02 12:42:00-05:00,132.51,132.51,132.51,132.51,100
2020-03-02 12:43:00-05:00,132.53,132.53,132.43,132.435,229
2020-03-02 12:44:00-05:00,132.46,132.56,132.46,132.56,1300
2020-03-02 12:45:00-05:00,132.545,132.545,132.475,132.51,253
2020-03-02 12:46:00-05:00,132.555,132.58,132.555,132.58,529
2020-03-02 12:47:00-05:00,132.69,132.76,132.69,132.76,103
2020-03-02 12:48:00-05:00,132.68,132.68,132.68,132.68,34
2020-03-02 12:49:00-05:00,132.46,132.46,132.46,132.46,50
2020-03-02 12:50:00-05:00,132.52,132.525,132.52,132.525,200
2020-03-02 12:54:00-05:00,132.645,132.69,132.645,132.69,126
2020-03-02 12:55:00-05:00,132.56,132.56,132.56,132.56,10
2020-03-02 12:56:00-05:00,132.68,132.68,132.68,132.68,25
2020-03-02 12:57:00-05:00,132.79,132.79,132.79,132.79,100
2020-03-02 12:59:00-05:00,132.77,132.77,132.76,132.76,200
2020-03-02 13:00:00-05:00,132.78,132.84,132.78,132.81,401
2020-03-02 13:01:00-05:00,132.735,132.83,132.735,132.83,103
2020-03-02 13:02:00-05:00,132.605,132.605,132.605,132.605,100
2020-03-02 13:03:00-05:00,132.71,132.71,132.62,132.62,201
2020-03-02 13:04:00-05:00,132.64,132.66,132.63,132.66,610
2020-03-02 13:05:00-05:00,132.5,132.5,132.46,132.46,500
2020-03-02 13:06:00-05:00,132.495,132.52,132.495,132.52,200
2020-03-02 13:07:00-05:00,132.535,132.535,132.535,132.535,100
2020-03-02 13:08:00-05:00,132.38,132.38,132.38,132.38,100
2020-03-02 13:09:00-05:00,132.48,132.48,132.47,132.47,200
2020-03-02 13:10:00-05:00,132.4,132.4,132.4,132.4,100
2020-03-02 13:12:00-05:00,132.21,132.29,132.21,132.29,124
2020-03-02 13:13:00-05:00,132.29,132.46,132.29,132.46,178
2020-03-02 13:14:00-05:00,132.45,132.45,132.33,132.41,502
2020-03-02 13:17:00-05:00,132.03,132.03,132.015,132.015,399
2020-03-02 13:19:00-05:00,132.005,132.01,132.005,132.01,102
2020-03-02 13:24:00-05:00,131.75,131.75,131.75,131.75,5
2020-03-02 13:25:00-05:00,131.865,131.865,131.865,131.865,10
2020-03-02 13:26:00-05:00,131.71,131.71,131.71,131.71,121
2020-03-02 13:27:00-05:00,131.665,131.665,131.665,131.665,200
2020-03-02 13:28:00-05:00,131.59,131.645,131.59,131.645,4
2020-03-02 13:29:00-05:00,131.695,131.705,131.67,131.705,104
2020-03-02 13:30:00-05:00,131.67,131.76,131.59,131.59,431
2020-03-02 13:31:00-05:00,131.625,131.625,131.545,131.575,159
2020-03-02 13:32:00-05:00,131.555,131.59,131.5,131.59,313
2020-03-02 13:33:00-05:00,131.54,131.61,131.5,131.61,214
2020-03-02 13:34:00-05:00,131.63,131.73,131.62,131.7,216
2020-03-02 13:35:00-05:00,131.66,131.86,131.66,131.835,112
2020-03-02 13:36:00-05:00,131.82,131.87,131.82,131.845,681
2020-03-02 13:37:00-05:00,131.845,131.86,131.84,131.86,12
2020-03-02 13:38:00-05:00,131.985,132.06,131.985,132.06,529
2020-03-02 13:39:00-05:00,132.02,132.03,132.02,132.03,210
2020-03-02 13:40:00-05:00,132.05,132.05,131.915,131.995,1136
2020-03-02 13:41:00-05:00,132.055,132.055,132.0,132.0,300
2020-03-02 13:42:00-05:00,131.89,131.89,131.89,131.89,100
2020-03-02 13:43:00-05:00,131.955,131.955,131.955,131.955,100
2020-03-02 13:45:00-05:00,131.91,131.91,131.91,131.91,25
2020-03-02 13:48:00-05:00,131.69,131.69,131.61,131.61,158
2020-03-02 13:50:00-05:00,131.49,131.57,131.49,131.57,129
2020-03-02 13:51:00-05:00,131.68,131.68,131.59,131.59,111
2020-03-02 13:52:00-05:00,131.51,131.51,131.39,131.39,104
2020-03-02 13:53:00-05:00,131.35,131.35,131.185,131.185,416
2020-03-02 13:54:00-05:00,131.33,131.39,131.33,131.39,206
2020-03-02 13:55:00-05:00,131.285,131.4,131.285,131.4,200
2020-03-02 13:56:00-05:00,131.42,131.47,131.42,131.47,103
2020-03-02 13:58:00-05:00,131.635,131.635,131.615,131.615,300
2020-03-02 13:59:00-05:00,131.765,131.77,131.765,131.77,299
2020-03-02 14:00:00-05:00,131.85,131.87,131.85,131.87,200
2020-03-02 14:01:00-05:00,131.785,131.785,131.785,131.785,10
2020-03-02 14:03:00-05:00,131.82,131.875,131.82,131.875,201
2020-03-02 14:04:00-05:00,131.74,131.84,131.74,131.84,200
2020-03-02 14:05:00-05:00,131.83,131.83,131.83,131.83,100
2020-03-02 14:06:00-05:00,131.82,131.82,131.82,131.82,4
2020-03-02 14:07:00-05:00,131.74,131.84,131.74,131.84,206
2020-03-02 14:08:00-05:00,131.73,131.88,131.73,131.88,110
2020-03-02 14:09:00-05:00,131.96,131.99,131.96,131.99,150
2020-03-02 14:10:00-05:00,132.005,132.005,132.005,132.005,100
2020-03-02 14:11:00-05:00,131.94,131.96,131.94,131.96,303
2020-03-02 14:12:00-05:00,131.96,131.96,131.92,131.96,220
2020-03-02 14:14:00-05:00,132.02,132.06,132.02,132.06,110
2020-03-02 14:15:00-05:00,132.04,132.04,131.95,131.95,200
2020-03-02 14:16:00-05:00,131.91,131.94,131.875,131.875,361
2020-03-02 14:17:00-05:00,131.78,131.78,131.735,131.75,212
2020-03-02 14:18:00-05:00,131.78,131.79,131.715,131.79,496
2020-03-02 14:20:00-05:00,131.71,131.77,131.68,131.77,366
2020-03-02 14:23:00-05:00,131.655,131.67,131.655,131.67,60
2020-03-02 14:24:00-05:00,131.57,131.63,131.57,131.63,101
2020-03-02 14:26:00-05:00,131.38,131.4,131.38,131.385,121
2020-03-02 14:27:00-05:00,131.53,131.655,131.53,131.655,1360
2020-03-02 14:28:00-05:00,131.59,131.595,131.59,131.595,300
2020-03-02 14:29:00-05:00,131.45,131.45,131.33,131.33,160
2020-03-02 14:30:00-05:00,131.45,131.45,131.37,131.38,300
2020-03-02 14:32:00-05:00,131.23,131.255,131.22,131.255,2321
2020-03-02 14:33:00-05:00,131.25,131.25,131.25,131.25,400
2020-03-02 14:34:00-05:00,131.27,131.3,131.15,131.15,700
2020-03-02 14:35:00-05:00,131.16,131.16,131.08,131.11,510
2020-03-02 14:36:00-05:00,131.04,131.04,131.04,131.04,100
2020-03-02 14:37:00-05:00,130.96,130.96,130.93,130.93,212
2020-03-02 14:38:00-05:00,130.88,130.88,130.88,130.88,117
2020-03-02 14:40:00-05:00,130.54,130.54,130.37,130.37,400
2020-03-02 14:41:00-05:00,130.35,130.45,130.35,130.45,134
2020-03-02 14:44:00-05:00,130.16,130.22,130.16,130.22,149
2020-03-02 14:47:00-05:00,130.34,130.34,130.34,130.34,300
2020-03-02 14:49:00-05:00,130.6,130.69,130.6,130.69,110
2020-03-02 14:51:00-05:00,130.385,130.41,130.385,130.41,81
2020-03-02 14:53:00-05:00,130.74,130.74,130.74,130.74,38
2020-03-02 14:54:00-05:00,130.69,130.72,130.69,130.72,200
2020-03-02 14:55:00-05:00,130.93,130.93,130.93,130.93,72
2020-03-02 14:57:00-05:00,130.65,130.65,130.65,130.65,7
2020-03-02 14:59:00-05:00,130.525,130.525,130.36,130.36,9
2020-03-02 15:00:00-05:00,130.415,130.415,130.415,130.415,100
2020-03-02 15:01:00-05:00,130.655,130.7,130.655,130.7,68
2020-03-02 15:02:00-05:00,130.73,130.91,130.665,130.88,605
2020-03-02 15:03:00-05:00,130.855,130.855,130.82,130.82,308
2020-03-02 15:04:00-05:00,130.965,130.965,130.91,130.915,855
2020-03-02 15:05:00-05:00,130.98,131.085,130.98,131.085,300
2020-03-02 15:06:00-05:00,131.045,131.185,131.045,131.17,477
2020-03-02 15:08:00-05:00,131.13,131.175,131.13,131.175,525
2020-03-02 15:09:00-05:00,131.27,131.27,131.27,131.27,1
2020-03-02 15:11:00-05:00,131.165,131.18,131.07,131.18,1923
2020-03-02 15:12:00-05:00,131.09,131.22,131.09,131.22,117
2020-03-02 15:13:00-05:00,131.28,131.28,131.28,131.28,100
2020-03-02 15:17:00-05:00,131.32,131.35,131.32,131.35,218
2020-03-02 15:18:00-05:00,131.24,131.24,131.24,131.24,3
2020-03-02 15:19:00-05:00,131.19,131.19,131.115,131.115,139
2020-03-02 15:20:00-05:00,131.12,131.21,131.115,131.21,304
2020-03-02 15:21:00-05:00,131.25,131.37,131.25,131.37,610
2020-03-02 15:23:00-05:00,131.485,131.54,131.485,131.54,506
2020-03-02 15:24:00-05:00,131.53,131.74,131.465,131.68,1257
2020-03-02 15:25:00-05:00,131.705,131.71,131.62,131.66,669
2020-03-02 15:26:00-05:00,131.695,131.85,131.665,131.815,360
2020-03-02 15:27:00-05:00,131.83,131.86,131.76,131.76,844
2020-03-02 15:28:00-05:00,131.775,131.82,131.73,131.73,535
2020-03-02 15:30:00-05:00,131.69,131.7,131.56,131.665,808
2020-03-02 15:31:00-05:00,131.67,131.83,131.67,131.83,1273
2020-03-02 15:32:00-05:00,131.82,131.865,131.74,131.865,158
2020-03-02 15:33:00-05:00,131.895,131.95,131.895,131.95,304
2020-03-02 15:35:00-05:00,131.955,131.955,131.955,131.955,100
2020-03-02 15:36:00-05:00,132.09,132.14,132.09,132.14,1015
2020-03-02 15:37:00-05:00,132.19,132.255,132.125,132.255,1577
2020-03-02 15:38:00-05:00,132.3,132.35,132.3,132.35,857
2020-03-02 15:40:00-05:00,132.45,132.46,132.445,132.455,903
2020-03-02 15:41:00-05:00,132.48,132.615,132.48,132.565,1271
2020-03-02 15:42:00-05:00,132.565,132.565,132.55,132.55,478
2020-03-02 15:43:00-05:00,132.55,132.55,132.31,132.31,557
2020-03-02 15:45:00-05:00,132.355,132.47,132.355,132.4,864
2020-03-02 15:46:00-05:00,132.43,132.87,132.43,132.87,635
2020-03-02 15:48:00-05:00,132.86,133.03,132.81,133.03,404
2020-03-02 15:49:00-05:00,133.03,133.035,132.93,132.93,420
2020-03-02 15:51:00-05:00,133.375,133.375,133.28,133.33,648
2020-03-02 15:52:00-05:00,133.34,133.42,133.265,133.265,957
2020-03-02 15:53:00-05:00,133.24,133.615,133.24,133.615,1345
2020-03-02 15:54:00-05:00,133.63,133.97,133.55,133.97,1499
2020-03-02 15:56:00-05:00,133.84,133.87,133.69,133.69,1424
2020-03-02 15:57:00-05:00,133.67,134.19,133.67,134.19,2536
2020-03-02 15:59:00-05:00,134.255,134.39,134.02,134.35,1898
